Timestamp,Pod_Name,Node_Name,Namespace,CPU_Usage(Cores),Memory_Usage(MB),Network_Latency(ms),Disk_IO(MB/s),Restart_Count,Failure_Type,Risk_Level,failure_flag
2025-03-21 01:25:32.452433+00:00,pod-34,node-9,kube-system,2.48,7093.98,139.02,123.21,1,Pod Crash,High Risk,1
2025-03-18 22:30:32.452460+00:00,pod-22,node-2,staging,2.02,356.0,469.25,172.91,5,Pod Crash,High Risk,1
2025-03-21 12:58:32.452487+00:00,pod-30,node-1,staging,0.87,5941.95,155.75,597.43,8,Node Failure,High Risk,1
2025-03-15 14:47:32.452513+00:00,pod-11,node-1,production,1.65,1742.72,118.66,670.8,6,Resource Exhaustion,High Risk,1
2025-03-19 10:37:32.452556+00:00,pod-34,node-2,default,1.16,4409.66,169.86,805.4,10,Network Issue,High Risk,1
2025-03-16 09:11:32.452583+00:00,pod-7,node-2,kube-system,0.59,5730.98,24.37,499.82,1,Pod Crash,Low to Medium Risk,1
2025-03-18 06:15:32.452610+00:00,pod-9,node-3,kube-system,0.1,2581.13,407.0,73.21,9,Pod Crash,High Risk,1
2025-03-17 17:24:32.452636+00:00,pod-39,node-8,kube-system,0.2,1532.34,333.58,147.36,9,Node Failure,High Risk,1
2025-03-20 04:07:32.452662+00:00,pod-6,node-9,staging,1.27,4046.25,45.89,894.28,2,Pod Crash,Low to Medium Risk,1
2025-03-17 17:58:32.452698+00:00,pod-50,node-6,production,0.18,6732.33,408.53,739.52,2,Pod Crash,High Risk,1
2025-03-17 03:04:32.452744+00:00,pod-18,node-4,staging,0.84,6948.53,372.63,505.59,5,Pod Crash,High Risk,1
2025-03-19 15:18:32.452772+00:00,pod-36,node-4,default,0.78,5386.34,384.78,157.53,1,Node Failure,Low to Medium Risk,1
2025-03-18 12:54:32.452803+00:00,pod-33,node-8,production,1.97,3500.78,219.77,535.36,6,Node Failure,High Risk,1
2025-03-18 22:16:32.452829+00:00,pod-18,node-10,production,0.27,4041.43,383.7,984.3,10,Network Issue,High Risk,1
2025-03-21 06:32:32.452855+00:00,pod-37,node-3,default,1.95,6010.65,346.99,947.25,6,Pod Crash,High Risk,1
2025-03-20 04:59:32.452892+00:00,pod-13,node-5,staging,1.46,2218.6,53.23,341.12,5,Network Issue,Low to Medium Risk,1
2025-03-15 21:24:32.452930+00:00,pod-32,node-5,production,0.45,4788.24,149.97,868.19,0,Node Failure,Low to Medium Risk,1
2025-03-18 07:09:32.452973+00:00,pod-10,node-6,kube-system,0.22,3837.37,145.19,805.03,10,Pod Crash,High Risk,1
2025-03-15 17:05:32.453031+00:00,pod-2,node-10,production,0.03,4817.38,216.93,448.69,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-17 07:48:32.453070+00:00,pod-42,node-5,staging,1.27,2283.28,321.25,712.78,6,Network Issue,High Risk,1
2025-03-21 04:23:32.453097+00:00,pod-40,node-7,default,1.48,1669.04,173.63,401.05,0,No Failure,No Risk,0
2025-03-16 04:52:32.453123+00:00,pod-7,node-4,staging,1.2,7535.45,317.89,71.49,1,Resource Exhaustion,High Risk,1
2025-03-18 01:20:32.453151+00:00,pod-31,node-8,production,0.23,6438.17,453.29,738.94,4,Node Failure,High Risk,1
2025-03-19 01:55:32.453177+00:00,pod-6,node-8,default,1.57,317.23,125.55,408.44,3,Network Issue,Low to Medium Risk,1
2025-03-16 03:28:32.453204+00:00,pod-49,node-8,staging,1.29,5180.01,214.08,543.19,1,Node Failure,Low to Medium Risk,1
2025-03-21 10:15:32.453241+00:00,pod-42,node-9,production,2.17,636.08,496.81,439.19,2,Node Failure,High Risk,1
2025-03-18 07:55:32.453270+00:00,pod-9,node-3,production,0.29,1871.29,489.62,195.98,6,Resource Exhaustion,High Risk,1
2025-03-18 13:29:32.453316+00:00,pod-4,node-4,staging,0.39,3340.84,363.87,452.22,10,Network Issue,High Risk,1
2025-03-21 00:03:32.453349+00:00,pod-33,node-3,kube-system,0.55,5632.05,9.02,857.96,6,Pod Crash,High Risk,1
2025-03-15 23:56:32.453376+00:00,pod-42,node-10,production,0.06,7060.81,204.98,62.58,9,Network Issue,High Risk,1
2025-03-22 08:33:32.453401+00:00,pod-42,node-7,staging,2.06,5662.71,97.8,462.87,6,Node Failure,High Risk,1
2025-03-16 21:13:32.453427+00:00,pod-41,node-8,staging,2.28,1723.35,441.53,916.65,10,Node Failure,High Risk,1
2025-03-18 11:10:32.453453+00:00,pod-50,node-3,kube-system,1.85,1040.22,453.75,810.07,1,Pod Crash,High Risk,1
2025-03-16 16:13:32.453479+00:00,pod-13,node-7,staging,0.3,2761.08,382.98,189.63,8,Resource Exhaustion,High Risk,1
2025-03-19 06:47:32.453505+00:00,pod-8,node-3,kube-system,0.83,7328.61,132.1,670.59,4,Resource Exhaustion,High Risk,1
2025-03-15 19:33:32.453535+00:00,pod-38,node-6,default,2.13,3376.01,124.88,395.36,3,Network Issue,High Risk,1
2025-03-20 19:53:32.453561+00:00,pod-8,node-3,staging,0.15,7462.7,234.83,508.06,2,Resource Exhaustion,High Risk,1
2025-03-17 10:25:32.453587+00:00,pod-7,node-2,production,0.66,812.84,95.29,534.7,4,Resource Exhaustion,Low to Medium Risk,1
2025-03-15 14:19:32.453618+00:00,pod-11,node-10,default,1.58,185.03,121.7,329.61,7,Node Failure,High Risk,1
2025-03-21 04:08:32.453644+00:00,pod-47,node-1,staging,0.49,826.71,208.09,745.49,7,Resource Exhaustion,High Risk,1
2025-03-21 09:03:32.453670+00:00,pod-22,node-2,staging,1.26,1771.9,241.61,494.63,10,Network Issue,High Risk,1
2025-03-21 15:50:32.453696+00:00,pod-13,node-3,default,0.51,1569.62,212.66,117.13,3,Pod Crash,Low to Medium Risk,1
2025-03-16 18:03:32.453722+00:00,pod-36,node-9,kube-system,2.15,130.97,295.29,999.77,10,Network Issue,High Risk,1
2025-03-19 14:58:32.453751+00:00,pod-37,node-9,staging,0.76,7116.68,10.28,289.95,4,Resource Exhaustion,High Risk,1
2025-03-17 03:29:32.453778+00:00,pod-16,node-2,staging,1.06,196.1,93.24,671.49,7,Network Issue,High Risk,1
2025-03-16 11:30:32.453826+00:00,pod-10,node-2,staging,2.12,6820.62,240.19,365.4,8,Resource Exhaustion,High Risk,1
2025-03-20 00:47:32.453867+00:00,pod-46,node-3,staging,2.22,2547.06,400.26,465.55,8,Node Failure,High Risk,1
2025-03-16 10:23:32.453895+00:00,pod-16,node-10,kube-system,0.86,3392.16,428.69,802.04,7,Resource Exhaustion,High Risk,1
2025-03-16 21:55:32.453920+00:00,pod-19,node-9,production,1.64,6746.92,32.65,344.39,4,Resource Exhaustion,High Risk,1
2025-03-22 10:07:32.453947+00:00,pod-2,node-8,production,0.27,2665.23,41.63,823.08,2,No Failure,No Risk,0
2025-03-20 10:40:32.453973+00:00,pod-18,node-10,staging,0.12,3328.6,160.42,725.65,6,Resource Exhaustion,High Risk,1
2025-03-20 17:41:32.454000+00:00,pod-22,node-10,default,2.37,2252.54,368.9,428.46,6,Resource Exhaustion,High Risk,1
2025-03-15 17:35:32.454043+00:00,pod-16,node-6,staging,2.47,2929.76,144.91,589.39,9,Node Failure,High Risk,1
2025-03-19 14:17:32.454086+00:00,pod-10,node-6,production,0.48,6124.58,240.97,57.8,0,Resource Exhaustion,High Risk,1
2025-03-15 17:16:32.454119+00:00,pod-13,node-1,default,1.87,3428.54,89.74,852.62,8,Resource Exhaustion,High Risk,1
2025-03-21 21:08:32.454151+00:00,pod-15,node-4,staging,1.07,2796.88,292.94,326.93,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-21 23:07:32.454179+00:00,pod-48,node-2,staging,2.47,2976.55,134.69,226.69,5,Network Issue,High Risk,1
2025-03-21 21:37:32.454205+00:00,pod-48,node-2,default,0.88,2960.86,342.76,691.41,5,Network Issue,Low to Medium Risk,1
2025-03-19 13:59:32.454231+00:00,pod-4,node-3,staging,1.66,2223.0,157.78,164.83,3,Pod Crash,Low to Medium Risk,1
2025-03-17 15:37:32.454263+00:00,pod-34,node-1,staging,1.57,1990.97,342.56,163.03,9,Resource Exhaustion,High Risk,1
2025-03-19 06:21:32.454292+00:00,pod-50,node-5,kube-system,2.09,3008.91,395.84,915.73,3,Network Issue,High Risk,1
2025-03-18 17:24:32.454322+00:00,pod-29,node-4,staging,0.96,1847.16,2.5,476.78,2,No Failure,No Risk,0
2025-03-22 00:57:32.454348+00:00,pod-38,node-7,kube-system,1.16,1056.3,89.27,937.63,1,No Failure,No Risk,0
2025-03-21 14:24:32.454388+00:00,pod-31,node-10,kube-system,2.24,1234.29,326.64,588.6,10,Pod Crash,High Risk,1
2025-03-17 07:20:32.454424+00:00,pod-25,node-8,production,0.89,6252.17,239.46,615.39,0,Pod Crash,High Risk,1
2025-03-15 23:34:32.454451+00:00,pod-34,node-10,default,2.22,4454.91,233.02,228.86,10,Network Issue,High Risk,1
2025-03-19 10:42:32.454476+00:00,pod-6,node-8,staging,2.24,5776.82,46.1,343.87,6,Node Failure,High Risk,1
2025-03-16 20:11:32.454501+00:00,pod-33,node-4,default,0.43,4212.25,75.44,787.63,6,Resource Exhaustion,High Risk,1
2025-03-21 22:57:32.454526+00:00,pod-39,node-9,kube-system,1.12,5385.5,208.52,877.4,2,Network Issue,Low to Medium Risk,1
2025-03-21 05:41:32.454552+00:00,pod-2,node-8,staging,0.83,3552.13,32.99,550.52,8,Node Failure,High Risk,1
2025-03-21 06:55:32.454578+00:00,pod-49,node-5,production,1.91,4614.04,435.59,818.05,5,Node Failure,High Risk,1
2025-03-19 03:22:32.454603+00:00,pod-26,node-5,default,0.18,6878.63,21.17,882.78,1,Node Failure,High Risk,1
2025-03-18 19:26:32.454628+00:00,pod-41,node-2,default,1.72,2000.46,172.7,756.43,4,Resource Exhaustion,Low to Medium Risk,1
2025-03-20 17:01:32.454654+00:00,pod-50,node-10,kube-system,1.39,3676.72,302.67,825.88,2,Node Failure,Low to Medium Risk,1
2025-03-20 05:42:32.455694+00:00,pod-33,node-6,staging,2.16,6003.29,59.35,967.74,1,Pod Crash,High Risk,1
2025-03-19 15:00:32.455760+00:00,pod-31,node-4,production,0.8,1845.63,79.47,328.6,1,No Failure,No Risk,0
2025-03-19 08:50:32.455790+00:00,pod-3,node-4,default,0.71,1032.53,442.23,355.59,6,Node Failure,High Risk,1
2025-03-19 08:49:32.455821+00:00,pod-6,node-7,kube-system,0.98,5591.62,415.15,877.08,8,Resource Exhaustion,High Risk,1
2025-03-16 20:00:32.455848+00:00,pod-33,node-4,default,0.67,1963.62,111.43,80.35,4,Network Issue,Low to Medium Risk,1
2025-03-19 10:11:32.455874+00:00,pod-27,node-10,staging,0.51,240.77,187.83,496.45,5,Resource Exhaustion,Low to Medium Risk,1
2025-03-19 19:25:32.455902+00:00,pod-45,node-6,staging,1.12,7485.58,199.39,106.8,10,Network Issue,High Risk,1
2025-03-22 08:56:32.455968+00:00,pod-13,node-5,production,0.47,655.93,288.82,981.1,5,Resource Exhaustion,Low to Medium Risk,1
2025-03-21 16:23:32.456000+00:00,pod-49,node-7,kube-system,2.06,3925.76,466.37,343.28,6,Node Failure,High Risk,1
2025-03-19 05:50:32.456026+00:00,pod-27,node-5,kube-system,1.94,433.8,471.55,396.66,6,Node Failure,High Risk,1
2025-03-17 21:00:32.456053+00:00,pod-32,node-7,default,0.82,5273.5,401.64,895.69,7,Pod Crash,High Risk,1
2025-03-16 04:12:32.456078+00:00,pod-38,node-9,staging,1.35,4315.55,451.95,735.46,8,Node Failure,High Risk,1
2025-03-17 08:48:32.456112+00:00,pod-32,node-2,staging,0.01,6895.33,392.89,368.18,5,Pod Crash,High Risk,1
2025-03-21 14:10:32.456140+00:00,pod-2,node-4,production,0.43,4142.07,356.75,437.0,6,Resource Exhaustion,High Risk,1
2025-03-22 02:09:32.456170+00:00,pod-29,node-2,staging,0.77,662.26,312.09,825.73,2,Resource Exhaustion,Low to Medium Risk,1
2025-03-16 19:33:32.456214+00:00,pod-7,node-8,staging,0.69,3467.43,335.74,246.17,3,Network Issue,Low to Medium Risk,1
2025-03-22 00:28:32.456253+00:00,pod-36,node-2,production,1.74,6386.11,230.94,514.45,9,Resource Exhaustion,High Risk,1
2025-03-18 20:00:32.456281+00:00,pod-11,node-4,staging,1.62,7439.58,331.88,247.65,6,Network Issue,High Risk,1
2025-03-22 02:30:32.456337+00:00,pod-12,node-10,staging,0.97,4076.93,464.05,72.74,1,Pod Crash,High Risk,1
2025-03-17 19:46:32.456377+00:00,pod-4,node-6,kube-system,1.05,3034.04,374.3,53.38,1,Network Issue,Low to Medium Risk,1
2025-03-17 15:25:32.456408+00:00,pod-9,node-9,staging,1.39,4336.9,472.39,995.35,3,Network Issue,High Risk,1
2025-03-22 08:01:32.456435+00:00,pod-34,node-3,default,0.35,1952.56,107.46,647.36,8,Node Failure,High Risk,1
2025-03-16 06:41:32.456460+00:00,pod-14,node-10,staging,0.65,2715.13,47.49,965.6,6,Network Issue,High Risk,1
2025-03-18 11:43:32.456500+00:00,pod-4,node-6,kube-system,1.36,5391.8,352.17,378.96,10,Resource Exhaustion,High Risk,1
2025-03-21 17:36:32.456533+00:00,pod-31,node-2,default,1.31,4214.64,410.94,433.9,2,Network Issue,High Risk,1
2025-03-22 10:37:32.456573+00:00,pod-25,node-3,staging,0.7,5494.36,235.53,341.91,1,Node Failure,Low to Medium Risk,1
2025-03-21 08:35:32.456601+00:00,pod-34,node-2,default,0.84,5069.52,249.51,885.28,7,Resource Exhaustion,High Risk,1
2025-03-15 21:56:32.456627+00:00,pod-28,node-10,kube-system,1.05,2113.88,471.69,755.16,4,Pod Crash,High Risk,1
2025-03-22 02:42:32.456669+00:00,pod-33,node-5,default,1.71,5028.55,38.73,675.87,8,Node Failure,High Risk,1
2025-03-16 22:29:32.456703+00:00,pod-19,node-8,production,0.93,5988.18,174.95,948.53,9,Resource Exhaustion,High Risk,1
2025-03-17 19:53:32.456729+00:00,pod-36,node-4,production,0.77,7450.29,470.95,798.55,1,Node Failure,High Risk,1
2025-03-16 05:30:32.456754+00:00,pod-39,node-7,production,0.83,7103.1,189.64,530.1,1,Resource Exhaustion,High Risk,1
2025-03-16 16:34:32.456780+00:00,pod-23,node-2,staging,0.35,3203.51,183.17,941.98,9,Resource Exhaustion,High Risk,1
2025-03-20 03:28:32.456805+00:00,pod-4,node-5,kube-system,0.01,3760.68,366.22,565.75,8,Resource Exhaustion,High Risk,1
2025-03-21 20:46:32.456834+00:00,pod-2,node-6,kube-system,1.32,5441.0,185.07,623.26,2,Node Failure,Low to Medium Risk,1
2025-03-19 01:26:32.457011+00:00,pod-29,node-9,production,0.08,1481.22,2.15,796.3,8,Network Issue,High Risk,1
2025-03-18 04:34:32.457093+00:00,pod-21,node-7,staging,0.83,232.06,455.71,426.32,8,Resource Exhaustion,High Risk,1
2025-03-22 02:20:32.457129+00:00,pod-1,node-2,kube-system,1.89,4795.5,333.85,253.93,3,Node Failure,Low to Medium Risk,1
2025-03-18 20:44:32.457200+00:00,pod-46,node-10,staging,0.34,318.4,175.1,635.3,4,Network Issue,Low to Medium Risk,1
2025-03-18 14:46:32.457235+00:00,pod-4,node-4,staging,2.45,690.05,85.83,391.6,5,Resource Exhaustion,High Risk,1
2025-03-20 03:57:32.457262+00:00,pod-37,node-9,staging,2.09,1122.37,241.58,278.96,7,Network Issue,High Risk,1
2025-03-16 10:41:32.457305+00:00,pod-8,node-10,default,1.0,4853.19,482.69,672.82,3,Resource Exhaustion,High Risk,1
2025-03-18 04:22:32.457333+00:00,pod-40,node-9,kube-system,2.28,2392.25,356.79,211.2,9,Resource Exhaustion,High Risk,1
2025-03-18 03:02:32.457359+00:00,pod-8,node-8,production,0.75,2690.53,151.75,562.98,5,Network Issue,Low to Medium Risk,1
2025-03-19 18:14:32.457392+00:00,pod-43,node-8,default,2.25,5961.17,494.29,144.17,7,Pod Crash,High Risk,1
2025-03-20 13:20:32.457419+00:00,pod-33,node-8,kube-system,0.78,1356.29,380.77,472.34,7,Resource Exhaustion,High Risk,1
2025-03-18 12:04:32.457446+00:00,pod-39,node-5,default,1.47,2768.29,33.22,855.96,4,Pod Crash,Low to Medium Risk,1
2025-03-19 21:10:32.457473+00:00,pod-1,node-7,kube-system,1.28,6284.25,38.3,363.17,3,Network Issue,High Risk,1
2025-03-18 09:47:32.457499+00:00,pod-50,node-10,default,1.35,3999.27,44.59,416.64,8,Network Issue,High Risk,1
2025-03-21 16:09:32.457525+00:00,pod-34,node-7,staging,0.66,6055.76,428.02,884.46,0,Resource Exhaustion,High Risk,1
2025-03-16 20:19:32.457560+00:00,pod-2,node-6,default,0.96,3454.5,193.84,614.94,6,Resource Exhaustion,High Risk,1
2025-03-17 13:48:32.457585+00:00,pod-2,node-9,default,2.19,177.13,443.48,973.45,6,Node Failure,High Risk,1
2025-03-18 14:14:32.457612+00:00,pod-26,node-4,production,0.71,3272.67,239.62,762.12,5,Node Failure,Low to Medium Risk,1
2025-03-18 01:52:32.457639+00:00,pod-6,node-5,staging,1.21,1143.15,263.99,974.3,9,Pod Crash,High Risk,1
2025-03-17 20:00:32.457677+00:00,pod-19,node-7,production,1.94,5966.35,49.13,281.8,6,Pod Crash,High Risk,1
2025-03-16 18:48:32.457706+00:00,pod-28,node-2,staging,1.5,2368.02,320.18,406.59,2,Node Failure,Low to Medium Risk,1
2025-03-16 07:39:32.457732+00:00,pod-32,node-9,production,1.73,2417.97,322.3,235.17,0,Node Failure,Low to Medium Risk,1
2025-03-18 05:59:32.457759+00:00,pod-19,node-9,production,0.25,7338.7,117.74,165.36,8,Pod Crash,High Risk,1
2025-03-16 22:11:32.457794+00:00,pod-36,node-8,default,0.67,5413.47,224.58,761.95,10,Resource Exhaustion,High Risk,1
2025-03-17 14:20:32.457822+00:00,pod-3,node-7,default,1.79,4077.28,407.56,87.35,3,Network Issue,High Risk,1
2025-03-20 13:29:32.457848+00:00,pod-13,node-9,kube-system,1.3,830.81,78.04,620.32,10,Network Issue,High Risk,1
2025-03-15 15:09:32.457888+00:00,pod-37,node-3,default,1.22,2610.31,126.91,945.6,3,Pod Crash,Low to Medium Risk,1
2025-03-19 22:28:32.457917+00:00,pod-41,node-7,production,2.4,7656.88,187.2,654.51,5,Network Issue,High Risk,1
2025-03-19 01:20:32.457961+00:00,pod-50,node-8,production,1.59,2457.21,97.31,752.57,1,Node Failure,Low to Medium Risk,1
2025-03-18 12:20:32.457990+00:00,pod-24,node-7,kube-system,2.1,5297.99,444.29,843.2,9,Pod Crash,High Risk,1
2025-03-21 12:08:32.458016+00:00,pod-10,node-4,kube-system,1.69,5151.88,29.33,357.25,1,Network Issue,Low to Medium Risk,1
2025-03-20 19:38:32.458046+00:00,pod-21,node-7,production,2.0,6941.89,427.13,721.77,3,Pod Crash,High Risk,1
2025-03-19 04:08:32.458077+00:00,pod-4,node-9,default,0.71,5533.08,307.28,818.13,9,Resource Exhaustion,High Risk,1
2025-03-18 15:13:32.458117+00:00,pod-27,node-1,kube-system,0.99,405.86,292.85,283.6,6,Pod Crash,High Risk,1
2025-03-22 07:40:32.458149+00:00,pod-34,node-7,production,1.84,7393.92,78.95,414.09,8,Resource Exhaustion,High Risk,1
2025-03-16 03:20:32.458192+00:00,pod-42,node-3,production,1.77,1303.42,82.11,841.82,0,Resource Exhaustion,Low to Medium Risk,1
2025-03-18 03:16:32.458222+00:00,pod-6,node-8,staging,0.8,7218.37,152.09,607.56,10,Pod Crash,High Risk,1
2025-03-16 16:00:32.458266+00:00,pod-33,node-10,staging,0.14,3909.68,140.94,219.36,9,Pod Crash,High Risk,1
2025-03-19 03:00:32.458298+00:00,pod-25,node-3,staging,1.85,6437.07,194.23,276.92,7,Network Issue,High Risk,1
2025-03-18 02:16:32.458324+00:00,pod-26,node-8,kube-system,0.9,108.7,67.88,483.44,1,No Failure,No Risk,0
2025-03-19 10:28:32.458353+00:00,pod-46,node-5,staging,0.92,5570.01,407.88,607.42,1,Node Failure,High Risk,1
2025-03-20 09:54:32.458380+00:00,pod-39,node-1,staging,1.24,7676.22,99.45,947.22,8,Resource Exhaustion,High Risk,1
2025-03-15 22:21:32.458406+00:00,pod-43,node-10,staging,0.14,6361.31,253.53,511.01,8,Pod Crash,High Risk,1
2025-03-19 12:16:32.458432+00:00,pod-4,node-4,staging,1.34,2731.41,159.83,143.81,7,Pod Crash,High Risk,1
2025-03-17 03:26:32.458458+00:00,pod-2,node-8,kube-system,2.08,4812.18,33.41,885.23,2,Node Failure,High Risk,1
2025-03-16 16:30:32.458484+00:00,pod-49,node-6,default,0.58,7819.32,347.88,529.93,10,Network Issue,High Risk,1
2025-03-20 22:46:32.458509+00:00,pod-34,node-3,production,2.16,5996.08,363.42,732.26,4,Node Failure,High Risk,1
2025-03-16 18:20:32.458535+00:00,pod-41,node-8,production,0.41,7076.24,275.51,436.01,3,Network Issue,High Risk,1
2025-03-19 03:32:32.458561+00:00,pod-31,node-6,staging,2.0,1003.37,356.12,118.14,10,Node Failure,High Risk,1
2025-03-18 07:41:32.458586+00:00,pod-48,node-5,production,2.03,4006.03,492.51,89.96,9,Resource Exhaustion,High Risk,1
2025-03-22 02:35:32.458612+00:00,pod-17,node-6,kube-system,2.12,5865.01,359.88,744.05,7,Network Issue,High Risk,1
2025-03-22 10:07:32.458637+00:00,pod-44,node-5,kube-system,2.42,6444.53,152.76,345.71,4,Node Failure,High Risk,1
2025-03-18 15:51:32.458663+00:00,pod-33,node-8,kube-system,2.33,3368.19,87.34,891.19,4,Network Issue,High Risk,1
2025-03-20 11:44:32.458688+00:00,pod-1,node-9,default,0.42,3970.5,67.01,180.58,2,No Failure,No Risk,0
2025-03-16 19:02:32.458719+00:00,pod-21,node-9,production,1.58,3364.04,35.36,198.47,9,Node Failure,High Risk,1
